Id,Expected
e73749a0d21db70dd094a7f32574d6c7_1,
3657e4314fe384eb2ba3adfda6c1899f_0,694301 10 695581 10 696851 32 698131 32 699406 45 700686 45 701961 57 703241 57 704516 65 705796 65 707073 73 708353 73 709628 80 710908 80 712186 87 713466 87 714743 90 716023 90 717301 97 718581 97 719861 97 721141 97 722418 103 723698 103 724976 105 726256 107 727536 107 728813 110 730093 110 731373 113 732653 113 733931 117 735211 117 736491 117 737771 117 739048 120 740328 120 741608 123 742888 123 744166 125 745446 125 746726 127 748006 127 749286 127 750566 127 751846 127 753126 127 754406 130 755686 130 756963 133 758243 133 759523 133 760803 133 762083 135 763363 135 764643 135 765923 135 767203 135 768483 135 769763 135 771043 135 772323 135 773603 138 774883 138 776163 138 777443 138 778723 138 780003 138 781283 138 782563 138 783843 138 785123 138 786403 138 787683 138 788963 138 790243 138 791523 138 792803 138 794086 135 795366 135 796646 135 797926 135 799206 135 800486 135 801766 137 803046 137 804326 137 805606 137 806886 137 808166 137 809446 137 810726 137 812006 135 813286 135 814566 135 815846 135 817126 135 818406 135 819686 135 820966 135 822246 135 823526 135 824806 135 826086 135 827366 135 828648 130 829928 130 831208 130 832488 130 833768 130 835048 130 836328 128 837608 128 838891 125 840171 125 841451 125 842731 125 844011 122 845291 122 846573 120 847853 120 849133 118 850413 118 851696 115 852976 115 854256 112 855536 112 856818 108 858098 108 859378 108 860661 102 861941 102 863223 100 864503 100 865783 98 867063 98 868346 92 869626 92 870908 88 872188 88 873471 85 874751 85 876031 82 877311 82 878596 77 879876 77 881156 75 882436 75 883721 70 885001 70 886283 68 887563 68 888846 65 890126 65 891408 60 892688 60 893973 55 895253 55 896538 48 897818 48 899101 45 900391 32 901671 32 902958 25 904238 25
3657e4314fe384eb2ba3adfda6c1899f_1,
d694539ef2424a9218697283baa3657e_0,630408 20 631688 20 632946 50 634226 50 635496 65 636768 80 638048 80 639323 93 640603 93 641878 105 643158 105 644433 115 645713 115 646988 123 648268 123 649546 130 650826 130 652101 137 653381 137 654656 147 655936 147 657213 155 658493 155 659768 163 661048 163 662326 167 663606 167 664886 170 666166 170 667443 173 668723 173 670001 177 671281 177 672561 180 673841 180 675118 183 676398 183 677676 187 678956 187 680233 193 681513 193 682793 193 684071 195 685351 195 686628 200 687908 200 689183 153 689361 25 690463 153 690641 25 691743 148 691926 22 693023 148 693206 22 694298 150 694493 3 695578 150 695773 3 696858 153 698138 153 699416 155 700696 155 701973 163 703253 163 704531 167 705811 167 707088 173 708368 173 709648 178 710928 178 712206 182 713486 182 714763 190 716043 190 717321 197 718601 197 719878 203 721158 203 722436 210 723716 210 724996 212 726276 2 726281 212 727556 2 727561 212 728836 2 728841 215 730116 2 730121 215 731401 217 732681 217 733961 222 735241 222 736521 222 737801 222 739081 227 740361 227 741638 230 742918 230 744196 237 745476 237 746756 237 748036 237 749313 243 750593 243 751873 246 753153 246 754431 250 755711 250 756991 253 758271 253 759548 258 760828 258 762108 258 763388 258 764666 263 765946 263 767226 263 768503 268 769783 268 771063 268 772343 268 773621 273 774901 273 776181 275 777461 275 778738 278 780018 278 781296 280 782576 280 783856 283 785136 283 786413 286 787693 286 788971 290 790251 290 791531 290 792811 290 794091 290 795371 290 796648 296 797928 296 799208 296 800488 296 801768 296 803048 296 804326 298 805606 298 806886 298 808166 298 809446 300 810726 300 812006 300 813286 300 814566 300 815846 300 817126 300 818406 300 819686 300 820966 300 822246 300 823526 300 824806 300 826086 303 827366 303 828646 303 829926 303 831206 303 832486 303 833766 303 835046 303 836326 303 837606 303 838886 303 840166 303 841448 301 842728 301 844008 301 845288 301 846568 303 847848 303 849128 303 850408 303 851688 303 852968 303 854248 303 855528 303 856808 303 858088 303 859368 303 860648 303 861928 303 863208 303 864488 303 865768 303 867048 303 868331 300 869611 300 870891 300 872171 300 873451 300 874731 300 876013 298 877293 298 878573 298 879853 298 881136 295 882416 295 883696 295 884976 295 886258 293 887538 293 888821 288 890101 288 891381 288 892661 288 893941 288 895221 288 896501 288 897781 288 899061 288 900343 283 901623 283 902903 283 904183 283 905463 281 906743 281 908023 281 909303 281 910583 278 911863 278 913143 278 914423 278 915703 276 916983 276 918231 2 918261 278 919511 2 919541 278 920791 2 920796 2 920821 275 922071 2 922076 2 922101 275 923351 2 923356 2 923361 2 923381 275 924631 2 924636 2 924641 2 924661 275 925913 10 925926 2 925931 2 925936 278 927193 10 927206 2 927211 2 927216 278 928473 10 928486 2 928491 2 928496 275 929753 10 929766 2 929771 2 929776 275 931036 295 932316 295 933596 293 934876 293 936158 291 937438 291 938718 288 939998 288 941278 288 942558 288 943841 285 945121 283 946401 283 947683 281 948963 281 950243 281 951523 281 952806 278 954086 278 955366 278 956646 278 957928 276 959208 276 960491 273 961771 273 963053 271 964333 271 965616 268 966896 268 968178 266 969458 266 970741 260 972021 260 973303 258 974583 258 975866 255 977146 255 978428 253 979708 253 980991 248 982271 248 983551 248 984831 248 986113 243 987393 243 988676 240 989958 235 991238 235 992521 230 993801 230 995081 230 996361 230 997643 225 998923 225 1000206 220 1001486 220 1002768 215 1004048 215 1005331 210 1006611 210 1007891 207 1009171 207 1010453 203 1011733 203 1013016 197 1014296 197 1015578 193 1016858 193 1018138 188 1019418 188 1020701 182 1021981 182 1023263 178 1024543 178 1025823 175 1027103 175 1028386 170 1029666 170 1030948 165 1032231 157 1033511 157 1034793 153 1036073 153 1037356 2 1037381 122 1038636 2 1038661 122 1039946 115 1041226 115 1042513 105 1043793 105 1045076 97 1046356 97 1047641 85 1048921 85 1050198 83 1051478 83 1052761 67 1054041 67 1055316 60 1056596 60 1057876 35 1059156 35 1060436 27 1061716 27 1063006 7 1064286 7
d694539ef2424a9218697283baa3657e_1,726278 3 727558 3 728833 3 728838 3 730113 3 730118 3 731388 13 732668 13 733946 15 735226 15 736503 18 737783 18 739061 20 740341 20 741618 20 742898 20 744176 20 745456 20 746733 23 748013 23 749293 20 750573 20 751848 25 753128 25 754408 23 755688 23 756968 23 758248 23 759526 22 760806 22 762083 25 763363 25 764643 23 765923 23 767201 25 768481 22 769761 22 771038 25 772318 25 773598 23 774878 23 776156 25 777436 25 778713 25 779993 25 781273 23 782553 23 783831 25 785111 25 786388 25 787668 25 788948 23 790228 23 791508 23 792788 23 794066 25 795346 25 796626 22 797906 22 799183 25 800463 25 801743 25 803023 25 804303 23 805583 23 806863 23 808143 23 809423 23 810703 23 811983 23 813263 23 814543 23 815823 23 817103 23 818383 23 819663 23 820941 25 822221 25 823501 25 824781 25 826061 25 827341 25 828621 25 829901 25 831181 25 832461 25 833741 25 835021 25 836301 25 837581 25 838861 25 840141 25 841421 27 842701 27 843978 30 845258 30 846538 30 847818 30 849098 30 850378 30 851658 30 852938 30 854218 30 855498 30 856778 30 858058 30 859338 30 860618 30 861898 30 863178 30 864458 30 865738 30 867018 30 868298 33 869578 33 870858 33 872138 33 873418 33 874698 33 875978 35 877258 35 878538 35 879818 35 881098 38 882378 38 883658 38 884938 38 886216 42 887496 42 888776 45 890056 45 891338 43 892618 43 893898 43 895178 43 896458 43 897738 43 899018 43 900301 42 901581 42 902861 42 904141 42 905423 40 906703 40 907983 40 909263 40 910543 40 911823 40 913106 37 914386 37 915668 35 916948 35 918228 3 918233 28 919508 3 919513 28 920793 3 920798 23 922073 3 922078 23 923353 3 923358 3 923363 18 924633 3 924638 3 924643 18 925923 3 925928 3 925933 3 927203 3 927208 3 927213 3 928483 3 928488 3 928493 3 929763 3 929768 3 929773 3 1037358 23 1038638 23 1039918 28 1041198 28 1042478 35 1043758 35 1045043 33 1046323 33 1047606 35 1048886 35 1050168 30 1051448 30 1052733 28 1054013 28 1055298 18 1056578 18 1057863 13 1059143 13
677a6b1f2c6d40b3bbba8f6c704801b3_0,
677a6b1f2c6d40b3bbba8f6c704801b3_1,510199 15 511479 15 512756 20 514036 20 515316 23 516596 23 517876 25 519156 25 520436 28 521716 28 522993 33 524273 33 525553 36 526833 36 528111 40 529391 40 530668 46 531948 46 533226 50 534506 50 535783 56 537063 56 538341 58 539621 58 540898 63 542178 63 543458 63 544738 63 546018 66 547298 66 548576 68 549853 71 551133 71 552413 71 553693 71 554973 71 556253 71 557533 71 558813 71 560093 73 561373 73 562653 73 563933 73 565213 73 566493 73 567773 76 569053 76 570331 78 571611 78 572891 78 574171 78 575451 78 576731 78 578011 78 579291 78 580571 78 581851 78 583128 81 584408 81 585688 81 586968 81 588248 81 589528 81 590808 81 592088 81 593368 81 594648 81 595928 81 597208 81 598488 81 599768 81 601048 81 602328 81 603608 81 604888 81 606168 81 607448 78 608728 78 610008 78 611288 78 612568 78 613848 78 615128 76 615331 10 616408 76 616611 10 617688 76 617891 13 618968 76 619171 13 620251 73 620451 15 621531 73 621731 15 622813 71 623011 18 624093 71 624291 18 625373 68 625574 15 626653 68 626854 15 627933 68 628136 13 629213 68 629416 13 630496 63 630699 10 631776 63 631979 10 633058 61 634338 61 635618 58 636901 53 638181 53 639463 48 640743 48 642026 43 643306 43 644588 36 645868 36 647153 28 648433 28 649719 15 650999 15
98da48d679d7c7c8d3d96fb2b87fbbcf_0,422788 10 424068 10 425343 23 426623 23 427901 32 429181 32 430458 40 431738 40 433016 47 434296 47 435573 55 436853 55 438131 62 439408 68 440688 68 441966 72 443246 72 444526 75 445806 75 447083 80 448363 80 449641 85 450921 85 452201 85 453481 85 454758 90 456038 90 457316 95 458596 95 459876 95 461156 95 462433 100 463713 100 464991 102 466271 105 467551 105 468828 108 470108 108 471386 112 472666 112 473946 112 475226 112 476503 118 477783 118 479063 118 480343 118 481623 120 482903 120 484181 122 485461 122 486741 122 488021 122 489301 125 490581 125 491858 128 493138 128 494418 128 495696 132 496976 132 498256 132 499536 132 500816 132 502096 132 503376 132 504656 132 505933 135 507213 135 508493 138 509773 138 511053 138 512333 138 513613 138 514893 138 516171 140 517451 140 518731 140 520011 140 521291 140 522571 140 523851 140 525131 142 526411 142 527691 142 528971 142 530248 145 531528 145 532808 145 534088 145 535368 145 536648 145 537928 145 539208 145 540488 148 541768 148 543048 148 544328 148 545608 148 546888 148 548168 148 549448 148 550728 148 552008 148 553288 148 554568 148 555848 148 557128 148 558408 148 559688 148 560968 148 562248 148 563528 148 564808 148 566088 148 567368 148 568648 148 569928 148 571208 148 572491 145 573771 145 575051 145 576331 145 577611 145 578891 145 580171 145 581453 143 582733 143 584013 140 585293 140 586573 140 587853 140 589133 140 590413 140 591696 137 592976 137 594256 137 595536 137 596816 135 598096 135 599378 133 600658 133 601938 133 603218 133 604498 133 605778 130 607058 130 608341 127 609621 127 610901 125 612181 125 613461 125 614741 125 616023 123 617303 123 618583 120 619863 120 621146 117 622426 117 623706 115 624986 115 626266 115 627548 110 628828 110 630108 108 631388 108 632671 105 633951 105 635231 102 636511 102 637793 100 639073 100 640356 95 641636 95 642916 92 644196 92 645478 88 646758 88 648041 85 649321 85 650601 82 651883 80 653163 80 654446 75 655726 75 657008 73 658288 73 659571 70 660851 70 662133 68 663413 68 664696 65 665976 65 667258 63 668538 63 669821 60 671101 60 672383 58 673663 58 674948 50 676228 50 677508 50 678791 47 680071 47 681353 45 682633 45 683916 42 685196 42 686478 40 687758 40 689041 37 690321 37 691603 35 692883 35 694166 32 695446 32 696726 32 698006 32 699286 32 700566 32 701846 32 703126 32 704408 30 705688 30 706968 30 708251 27 709531 27 710811 27 712091 27 713373 23 714653 23 715936 22 717216 22 718501 17 719781 17 721066 12 722346 12 723626 12 724906 12 726186 12 727466 12 728746 12 730026 12 731306 15 732586 15 733866 15 735143 18 736423 18 737706 15 738986 15 740261 20 741541 20 742823 18 744103 18 745381 20 746661 20 747941 20 749221 20 750501 22 751781 22 753061 22 754341 22 755621 22 756901 22 758183 20 759463 20 760743 20 762023 20 763303 20 764583 23 765863 23 767143 23 768423 23 769703 23 770983 23 772263 23 773543 23 774823 25 776103 25 777383 25 778663 25 779943 25 781223 25 782503 25 783783 25 785066 25 786346 25 787626 25 788906 25 790186 25 791466 25 792746 25 794026 25 795306 25 796588 25 797868 25 799148 25 800428 25 801708 25 802988 25 804268 25 805548 25 806828 25 808108 25 809388 28 810668 28 811948 28 813228 28 814508 28 815788 28 817068 28 818348 28 819628 28 820911 25 822191 25 823471 27 824751 27 826031 27 827311 27 828591 27 829871 27 831151 27 832431 27 833711 27 834991 27 836271 27 837551 27 838831 30 840111 30 841391 30 842671 30 843951 30 845231 30 846511 30 847788 33 849068 33 850348 33 851628 33 852908 33 854188 33 855466 35 856746 35 858026 37 859306 37 860583 40 861863 40 863141 42 864421 42 865701 42 866976 50 868256 50 869533 53 870813 53 872086 60 873366 60 874643 63 875923 63 877201 67 878481 67 879761 67 881041 67 882318 70 883598 70 884878 70 886158 70 887438 73 888718 73 889998 73 891278 73 892558 73 893836 75 895116 75 896396 77 897676 77 898956 77 900236 77 901516 77 902796 77 904076 80 905356 80 906638 78 907918 78 909198 78 910478 78 911758 80 913038 80 914318 80 915598 80 916878 80 918158 83 919438 83 920721 80 922001 80 923281 80 924561 80 925841 82 927121 82 928401 82 929681 82 930961 82 932241 82 933521 82 934801 82 936083 83 937363 83 938643 83 939923 83 941203 83 942483 83 943763 83 945043 85 946323 85 947603 85 948883 85 950166 82 951446 82 952726 82 954006 82 955286 82 956566 82 957846 85 959126 85 960406 85 961686 85 962966 85 964246 85 965526 87 966806 87 968088 85 969368 85 970648 85 971928 85 973208 85 974488 88 975768 88 977048 88 978328 88 979611 85 980891 85 982171 87 983451 87 984731 87 986011 87 987291 87 988571 87 989851 90 991131 90 992413 88 993693 88 994973 88 996253 88 997533 90 998813 90 1000093 90 1001376 87 1002656 87 1003936 87 1005216 87 1006498 85 1007778 85 1009058 88 1010338 88 1011621 85 1012901 85 1014181 85 1015461 85 1016743 83 1018023 83 1019303 83 1020583 83 1021866 80 1023146 80 1024426 80 1025708 78 1026988 78 1028268 75 1029548 75 1030831 67 1032111 67 1033393 55 1034673 55 1035956 45 1037236 45 1038521 30 1039801 30 1041086 12 1042366 12
98da48d679d7c7c8d3d96fb2b87fbbcf_1,
4baddc22268d4b4ef4d95ceea1195799_0,582691 22 583971 22 585241 40 586521 40 587791 57 589071 57 590343 68 591623 68 592896 80 594176 80 595451 87 596728 95 598008 95 599286 100 600566 100 601841 107 603121 107 604401 110 605681 110 606956 117 608236 117 609516 120 610796 120 612076 122 613356 122 614633 128 615911 132 617191 132 618471 135 619751 135 621031 137 622311 137 623588 143 624868 143 626148 143 627428 143 628706 147 629986 147 631266 150 632546 150 633826 150 635106 152 636386 152 637663 155 638943 155 640223 158 641503 158 642783 158 644063 158 645343 160 646623 160 647901 162 649181 162 650461 165 651741 165 653021 165 654301 167 655581 167 656861 167 658141 167 659421 170 660701 170 661981 170 663261 170 664541 172 665821 172 667101 175 668381 175 669658 178 670938 180 672218 180 673498 183 674778 183 676058 183 677338 183 678618 185 679898 185 681178 188 682458 188 683738 190 685018 190 686298 190 687578 190 688858 193 690136 197 691416 197 692696 197 693976 197 695256 200 696536 200 697816 202 699096 202 700376 202 701656 202 702936 205 704216 205 705496 205 706776 205 708056 207 709336 207 710616 207 711896 210 713176 210 714456 210 715736 210 717016 212 718296 212 719576 212 720856 212 722138 213 723418 213 724698 213 725978 213 727258 215 728538 215 729818 215 731101 215 732381 215 733661 217 734941 217 736221 217 737501 217 738781 220 740061 220 741341 222 742621 222 743903 223 745183 223 746463 225 747743 225 749023 225 750306 225 751586 225 752866 227 754146 227 755426 227 756706 227 757988 228 759268 228 760548 228 761828 228 763111 225 764391 225 765671 227 766953 225 768233 225 769513 225 770793 225 772076 225 773356 225 774636 225 775916 225 777198 223 778478 223 779758 225 781038 225 782318 225 783601 222 784881 222 786161 225 787441 225 788721 225 790001 225 791281 225 792561 225 793841 227 795121 227 796401 227 797681 227 798961 227 800241 227 801521 230 802801 230 804081 230 805361 230 806641 230 807921 232 809201 232 810483 230 811763 230 813043 230 814323 230 815603 230 816883 230 818166 227 819446 227 820726 230 822006 230 823286 230 824568 228 825848 228 827128 228 828408 228 829691 225 830971 225 832251 225 833531 225 834813 223 836093 223 837373 223 838653 223 839936 222 841216 222 842496 222 843778 220 845058 220 846341 217 847621 217 848901 217 850181 217 851463 215 852743 215 854023 215 855303 215 856586 212 857866 212 859148 210 860428 210 861708 210 862991 207 864271 207 865551 205 866831 205 868113 203 869393 203 870676 200 871956 200 873238 198 874518 198 875801 195 877081 195 878366 190 879656 180 880936 180 882223 175 883503 175 884786 172 886066 172 887348 170 888628 170 889911 167 891191 167 892473 165 893753 165 895036 162 896316 162 897596 162 898878 160 900158 160 901438 158 902718 158 904001 155 905281 155 906561 155 907841 155 909123 153 910403 153 911683 153 912963 153 914246 150 915526 150 916806 147 918086 147 919366 147 920648 145 921928 145 923208 145 924488 145 925771 142 927051 142 928331 142 929611 142 930891 140 932171 140 933453 138 934733 138 936013 138 937296 135 938576 135 939856 132 941136 132 942416 132 943696 132 944978 128 946258 128 947538 128 948818 128 950101 125 951381 125 952661 122 953943 120 955223 120 956503 118 957783 118 959068 113 960348 113 961631 107 962911 107 964193 103 965473 103 966758 98 968038 98 969323 90 970603 90 971888 85 973171 80 974451 80 975733 78 977013 78 978296 75 979576 75 980861 67 982141 67 983423 65 984703 65 985983 63 987263 63 988548 58 989828 58 991111 52 992396 45 993676 45 994961 37 996241 37 997523 33 998803 33 1000086 27 1001366 27 1002648 20 1003928 20 1005208 15 1006488 15
4baddc22268d4b4ef4d95ceea1195799_1,
c193ac8d551c149b60f2965341caf528_0,
c193ac8d551c149b60f2965341caf528_1,
e19769fa2d37d32780fd497e1c0e9082_0,
e19769fa2d37d32780fd497e1c0e9082_1,448874 25 450154 25 451429 37 452709 37 453984 45 455264 45 456539 55 457819 55 459096 63 460376 63 461651 70 462929 75 464209 75 465486 83 466766 83 468044 85 469324 85 470601 90 471881 90 473159 95 474439 95 475719 97 476999 97 478279 97 479559 97 480836 103 482116 103 483394 105 484674 105 485954 107 487234 107 488511 113 489791 113 491071 113 492351 113 493629 115 494909 115 496186 120 497466 120 498744 122 500024 122 501304 122 502584 122 503861 128 505141 128 506419 130 507699 130 508979 130 510256 133 511536 133 512814 137 514094 137 515374 137 516654 137 517934 137 519214 137 520494 137 521774 137 523054 140 524334 140 525611 143 526891 143 528171 143 529451 143 530731 143 532011 143 533291 145 534571 145 535851 148 537131 148 538411 148 539691 148 540971 150 542251 150 543531 153 544811 153 546091 158 547371 158 548651 163 549931 168 551211 168 552491 173 553771 173 555054 175 556334 175 557614 177 558894 177 560174 180 561454 180 562734 182 564014 182 565294 185 566574 185 567856 185 569136 185 570416 188 571696 188 572976 188 574256 188 575539 187 576819 187 578099 190 579379 190 580659 190 581939 190 583219 192 584499 192 585781 193 587061 193 588341 193 589621 193 590901 193 592181 193 593464 192 594744 192 596024 192 597304 195 598584 195 599864 195 601144 195 602424 195 603704 195 604986 195 606266 195 607546 195 608826 195 610106 195 611386 195 612669 195 613949 195 615229 195 616509 195 617789 195 619069 195 620351 195 621631 195 622911 195 624191 195 625474 192 626754 192 628036 190 629316 190 630599 190 631879 190 633159 190 634439 190 635724 185 637006 183 638286 183 639569 180 640849 180 642134 175 643414 175 644699 170 645979 170 647264 167 648544 167 649829 162 651109 162 652391 160 653671 160 654954 157 656234 157 657519 152 658799 152 660081 150 661361 150 662644 147 663924 147 665206 143 666486 143 667769 140 669049 140 670331 138 671611 138 672894 135 674174 135 675456 133 676736 133 678019 130 679299 130 680584 122 681866 120 683146 120 684434 112 685714 112 686999 105 688279 105 689569 95 690849 95 692134 90 693414 90 694699 82 695979 82 697264 75 698544 75 699829 70 701109 70 702394 62 703674 62 704956 58 706236 58 707521 53 708801 53 710086 45 711366 45 712651 38 713931 38 715219 25 716499 25 717784 17 719064 17
c7e610b1531871f2fd85a04faeeb2b53_0,794211 2 795491 2 799336 2 800616 2 801893 5 803173 5 804456 2 804461 2 805736 2 805741 2 807016 12 808296 12 809578 10 810858 10 812141 17 813428 13 814708 13
c7e610b1531871f2fd85a04faeeb2b53_1,562538 13 562556 27 563818 13 563836 27 565098 53 566378 53 567656 57 568936 57 570213 65 571493 65 572773 70 574053 70 575331 87 575453 5 576611 87 576733 5 577888 98 578006 20 579168 98 579286 20 580446 147 581726 147 583003 156 584283 156 585561 163 585749 2 586841 163 587029 2 588118 171 588299 15 589398 171 589579 15 590678 198 591958 198 593236 200 594513 203 595793 203 597073 203 598353 203 599633 203 600913 203 602191 205 603471 205 604748 208 606028 208 607308 208 608588 208 609868 208 611148 208 612428 208 613708 208 614988 208 616268 208 617546 210 618826 210 620106 208 621386 208 622666 208 623946 208 625226 208 626506 208 627786 208 629066 208 630343 211 631623 211 632903 211 634183 211 635463 208 636743 208 638023 208 639303 208 640583 208 641863 206 643143 206 644423 206 645703 206 646983 206 648263 206 649546 203 650826 203 652106 200 653386 200 654666 200 655946 200 657226 198 658506 198 659786 198 661066 198 662346 198 663626 198 664908 196 666188 196 667468 196 668748 196 670028 193 671308 193 672588 193 673868 193 675148 193 676428 193 677708 191 678988 191 680268 191 681548 191 682828 191 684108 191 685388 191 686668 191 687948 191 689228 188 690508 188 691788 188 693068 188 694348 186 695628 186 696908 186 698188 186 699468 186 700748 186 702028 183 703308 183 704588 181 705868 181 707148 181 708428 181 709708 181 710988 181 712271 175 713551 175 714831 173 716111 173 717391 173 718671 173 719951 170 721231 170 722511 168 723791 168 725073 166 726353 163 727633 163 728913 160 730193 160 731473 160 732753 160 734033 155 735313 155 736593 155 737873 155 739153 153 740433 153 741716 147 742996 147 744276 147 745556 147 746838 143 748118 143 749398 140 750678 140 751958 140 753238 140 754518 138 755798 138 757078 135 758358 135 759641 132 760921 132 762201 130 763481 130 764761 127 766041 127 767323 123 768603 120 769883 120 771163 120 772443 120 773723 115 775003 115 776286 112 777566 112 778846 107 780126 107 781408 105 782688 105 783968 103 785248 103 786528 100 787808 100 789091 95 790371 95 791651 92 792931 92 794213 88 795493 88 796773 85 798053 85 799333 3 799338 78 800613 3 800618 78 801898 75 803178 75 804458 3 804463 70 805738 3 805743 70 807028 60 808308 60 809588 55 810868 55 812158 40 813441 27 814721 27
7fda8019410b1fcf0625f608b4ce9762_0,851941 18 853221 18 854491 38 855771 38 857041 53 858313 68 859593 68 860863 83 862143 83 863418 93 864698 93 865973 103 867253 103 868531 110 869811 110 871088 118 871251 5 872368 118 872531 5 873646 123 873811 5 874926 123 875091 5 876203 131 876371 5 877483 131 877651 5 878763 136 878931 5 880043 136 880211 5 881321 143 881491 5 882601 143 882771 5 883881 150 884051 5 885161 150 885331 5 886438 161 886609 7 887718 161 887889 7 888996 183 890276 183 891553 186 892833 186 894111 190 895391 190 896668 193 897948 193 899228 196 900506 198 901786 198 903066 200 904346 200 905623 203 906903 203 908183 206 909463 206 910741 208 912021 208 913301 210 914581 210 915858 216 917138 216 918418 218 918656 5 919698 218 919936 5 920976 223 921214 10 922256 223 922494 10 923536 228 923771 13 924816 228 925051 13 926096 248 927376 248 928653 253 929933 253 931213 253 932493 253 933771 255 935051 255 936331 255 937611 255 938891 255 940171 255 941448 258 942728 258 944008 258 945288 258 946568 258 947846 260 949126 260 950406 263 951686 263 952963 266 954243 266 955523 266 956803 266 958081 270 959361 270 960641 273 961921 273 963201 273 964481 273 965758 278 967038 278 968316 283 969596 283 970876 285 972156 285 973433 288 974713 288 975991 293 977271 293 978551 295 979831 295 981108 301 982388 301 983668 303 984948 303 986226 308 987506 308 988786 308 990063 313 991343 313 992623 316 993903 316 995181 320 996461 320 997741 323 999021 323 1000301 323 1001581 323 1002858 328 1004138 328 1005418 331 1006698 331 1007976 335 1009256 335 1010536 335 1011816 335 1013093 341 1014373 341 1015653 343 1016933 343 1018211 348 1019491 348 1020771 348 1022051 348 1023328 353 1024608 353 1025888 356 1027168 356 1028446 358 1029726 358 1031006 360 1032283 366 1033563 366 1034843 366 1036123 366 1037401 370 1038681 370 1039961 373 1041241 373 1042518 376 1043798 376 1045076 380 1046356 380 1047636 380 1048916 380 1050196 383 1051476 383 1052753 386 1054033 386 1055311 390 1056591 390 1057871 390 1059151 390 1060431 393 1061711 393 1062988 396 1064268 396 1065546 400 1066826 400 1068106 400 1069386 400 1070663 406 1071943 406 1073223 406 1074503 406 1075781 408 1077061 410 1078341 410 1079618 413 1080898 413 1082178 413 1083458 413 1084736 415 1086016 415 1087296 415 1088576 415 1089853 418 1091133 418 1092411 418 1093691 418 1094971 418 1096251 418 1097531 415 1098811 415 1100088 418 1101368 418 1102648 416 1103928 416 1105206 415 1106486 415 1107766 413 1109046 413 1110323 413 1111603 413 1112883 411 1114163 411 1115441 408 1116721 408 1118001 405 1119281 405 1120561 403 1121841 400 1123121 400 1124401 395 1125681 395 1126961 393 1128241 393 1129521 390 1130801 390 1132081 388 1133361 388 1134641 385 1135921 385 1137198 386 1138478 386 1139758 383 1141038 383 1142316 383 1143596 383 1144876 380 1146156 380 1147436 378 1148716 378 1149993 378 1151273 378 1152551 380 1153831 380 1155111 378 1156391 378 1157671 375 1158951 375 1160228 376 1161508 376 1162786 378 1164066 375 1165346 375 1166626 373 1167906 373 1169186 370 1170466 370 1171743 373 1173023 373 1174303 371 1175583 371 1176863 371 1178143 371 1179423 368 1180703 368 1181986 365 1183266 365 1184546 363 1185826 363 1187106 363 1188386 363 1189666 360 1190946 360 1192223 363 1193503 363 1194781 365 1196061 365 1197341 363 1198621 363 1199901 363 1201181 363 1202456 358 1203736 358 1205006 358 1206286 358 1207561 353 1208838 351 1210118 351 1211396 348 1212676 348 1213956 348 1215236 348 1216531 333 1216891 10 1217811 333 1218171 10 1219108 351 1220388 351 1221681 300 1222961 300 1224268 246 1225548 246 1226848 208 1228128 208 1229431 160 1230711 160 1232011 115 1233291 115 1234596 10 1235876 10
7fda8019410b1fcf0625f608b4ce9762_1,1120558 3 1121836 5 1123116 5 1124393 8 1125673 8 1126953 8 1128233 8 1129511 10 1130791 10 1132068 13 1133348 13 1134628 13 1135908 13 1137186 12 1138466 12 1139746 12 1141026 12 1142303 13 1143583 13 1144863 13 1146143 13 1147421 15 1148701 15 1149981 12 1151261 12 1152538 13 1153818 13 1155098 13 1156378 13 1157658 13 1158938 13 1160216 12 1161496 12 1162776 10 1164053 13 1165333 13 1166613 13 1167893 13 1169171 15 1170451 15 1171728 15 1173008 15 1174288 15 1175568 15 1176846 17 1178126 17 1179403 20 1180683 20 1181963 23 1183243 23 1184523 23 1185803 23 1187086 20 1188366 20 1189648 18 1190928 18 1192216 7 1193496 7
6240619ebebe9e9c9d00a4262b4fe4a5_0,
